Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: Ariadne total,# links: GetIt total,# links: All Total,% total: Ariadne,% total: GetIt,ARIADNE: BACKEND_API_FETCH_ERROR_FAILED_TO_FETCH,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
"getit.library.nyu.edu/resolve??charset=utf-8&atitle=The impact of advertising on social processes&jtitle=Mind & Society=&title=Mind & Society=&issn=1860-1839(ELECTRONIC),15937879(PRINT)&date=2021&aulast=Pavlovskaya&aufirst=Olga&au=Pavlovskaya,Olga&genre=article","Article | The impact of advertising on social processes | Pavlovskaya,Olga 2021 | Published in Journal Mind  | ISSN:0026-4423",2,1,3,3,5,8,38,63,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=edsrbp&title=Daily Mirror&volume=&issue=&date=20100827&atitle=Katy Perry: Teenage Dream ***&aulast=Martin, Gavin&spage=&sid=EBSCO:Rock's Backpages&pid=Martin, Gavinedsrbp.2805720100827Rock's Backpages",Article | Katy Perry Teenage Dream  | Martin Gavin 2010 Aug 27 | Published in Journal Daily Mirror. | ISSN:1391-4782,1,0,7,1,8,9,11,89,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=edsrbp&title=i-D&volume=&issue=&date=19970901&atitle=Lil' Kim and Foxy Brown: Nasty Girls&aulast=Cole, Bethan&spage=&sid=EBSCO:Rock's Backpages&pid=Cole, Bethanedsrbp.2827319970901Rock's Backpages",Article | Lil Kim and Foxy Brown Nasty Girls | Cole Bethan 1997 Sep 01 | Published in Journal i-D. | ISSN:0894-5373,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=usnewyorkjjj&title=Foreign Affairs&volume=97&issue=2&date=20180301&atitle=The Rise of Illiberal Hegemony: Trump's Surprising Grand Strategy&aulast=Posen, Barry R.&spage=20&sid=EBSCO:HeinOnline&pid=Posen, Barry R.edshol.hein.journals.fora97.3320180301HeinOnline","Article | The Rise of Illiberal Hegemony Trump's Surprising Grand Strategy | Posen Barry R 2018 Mar 01 | Published in Journal Foreign Affairs Volume 97 Issue 2 Page 20. | ",1,0,9,1,10,11,9,91,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=9781493924509&issn=10643745&title=Mycobacteria Protocols&volume=1285&issue=&date=20150214&atitle=Targeted Gene Knockout and Essentiality Testing by Homologous Recombination&aulast=Parish, Tanya, Editor&spage=131&sid=EBSCO:SpringerProtocols&pid=Parish, Tanya, Editorspringer.A32B4ACA20150214SpringerProtocols",Article | Targeted Gene Knockout and Essentiality Testing by Homologous Recombination | Parish Tanya 2015 Feb 14 | Published in Journal Mycobacteria protocols Volume 1285 Page 131. | ISSN:1064-3745 ISBN:9781493924509,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=9781728189611&issn=2377634X&title=2020 IEEE Frontiers in Education Conference (FIE), Frontiers in Education Conference (FIE), 2020 IEEE&volume=&issue=&date=20201021&atitle=Engineering Ethics Education for Social Justice&aulast=Douglas, Elliot P.&spage=1&sid=EBSCO:IEEE Xplore Digital Library&pid=Douglas, Elliot P.edseee.927404120201021IEEE Xplore Digital Library",Article | Engineering Ethics Education for Social Justice | Douglas Elliot P 2020 Oct 21 | Published in Journal 2020 IEEE Frontiers in Education Conference FIE Frontiers in Education Conference FIE 2020 IEEE Page 1. | ISSN:0190-5848 ISBN:9781728189611,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=9789051834505&issn=0923411X&title=CRITICAL STUDIES&volume=3/4&issue=2//1/2&date=&atitle=The Dominant of Bakhtin's Philosophy: Dialogue and Carnival&aulast=Ivanov, V. V.&spage=3&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Ivanov, V. V.CN000955693British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | The Dominant of Bakhtin's Philosophy Dialogue and Carnival | Ivanov V V 1993 | Published in Journal Bakhtin carnival and other subjects selected papers from the Fifth International Bakhtin Conference University of Manchester July 1991 Volume 3/4 Issue 2 1/2 Page 3. | ISSN:0923-411X ISBN:9789051834505,0,0,4,0,4,4,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&sid=literatum:achs&aulast=Berson&aufirst=J.+A.&jtitle=J. Am. Chem. Soc.&date=1971&volume=93&spage=1546,Article | JOURNAL OF THE AMERICAN CHEMICAL SOCIETY | Berson J A 1971 | Published in Journal Volume 93 Page 1546. | ISSN:0002-7863,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&sid=literatum:achs&aulast=Clark&aufirst=V.+M.&jtitle=Angew. Chem.&date=1964&volume=76&spage=712,Article | Angewandte Chemie | Clark V M 1964 | Published in Journal Volume 76 Page 712. | ISSN:0044-8249,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&sid=literatum:achs&aulast=Dussault&aufirst=P.+H.&jtitle=Tetrahedron Lett.&date=1995&volume=36&spage=3658,Article | TETRAHEDRON LETTERS | Dussault P H 1995 | Published in Journal Volume 36 Page 3658. | ISSN:0040-4039,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&sid=literatum:achs&aulast=Moffatt&aufirst=J.+G.&jtitle=J. Am. Chem. Soc.&date=1961&volume=83&spage=658,Article | JOURNAL OF THE AMERICAN CHEMICAL SOCIETY | Moffatt J G 1961 | Published in Journal Volume 83 Page 658. | ISSN:0002-7863,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&sid=literatum:achs&aulast=Nakamura&aufirst=T.&jtitle=J. Phys. Org. Chem.&date=2010,Article | JOURNAL OF PHYSICAL ORGANIC CHEMISTRY | Nakamura T 2010 |  | ISSN:0894-3230,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=bookitem&isbn=&issn=&title=Express Tribune (Karachi, Pakistan)&volume=&issue=&date=&atitle=&aulast=&spage=&sid=EBSCO:Newspaper Source Plus -- Publications&pid=Newspaper Source Plus -- Publications",Book Chapter | Express Tribune Karachi Pakistan) |  |  | undefined,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=bookitem&isbn=0822340984&issn=&title=Espinosa, Gasto\u0301n and Garci\u0301a, Mario T., eds. MEXICAN AMERICAN RELIGIONS: SPIRITUALITY, ACTIVISM, AND CULTURE. Durham: Duke University Press, 2008., [57]-82&volume=&issue=&date=20080101&atitle=Pious colonialism: assessing a Church paradigm for Chicano identity&aulast=Stevens-Arroyo, Anthony M.&spage=&sid=EBSCO:Chicano Database&pid=Stevens-Arroyo, Anthony M.XCHD6689920080101Chicano Database",Book Chapter | Pious colonialism assessing a Church paradigm for Chicano identity | Stevens Arroyo Anthony M 2008 Jan 01 | Published in Book Mexican American religions spirituality activism and culture. | Publisher:Duke University Press ISBN:0822340984,0,0,5,0,5,5,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=bookitem&isbn=9781477307960&issn=&title=Hern\u00e1ndez-\u00c1vila, In\u00e9s and Cant\u00fa, Norma Elia, eds. ENTRE GUADALUPE Y MALINCHE: TEJANAS IN LITERATURE AND ART. Austin, TX: University of Texas Press, 2016., [267]-269&volume=&issue=&date=20160101&atitle=All our relations: our connections to land, family, friends&aulast=Cant\u00fa, Norma Elia&spage=267&sid=EBSCO:Chicano Database&pid=Cant\u00fa, Norma EliaXCHD7941220160101Chicano Database",Book Chapter | All our relations our connections to land family friends | Hernández-Avila Inés 2016 Jan 01 | Published in Book Entre Guadalupe y Malinche Tejanas in literature and art Page 267. | Publisher:University of Texas Press ISBN:9781477307960,0,0,3,0,3,3,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=citedby&id=doi:10.1016/j.tet.2008.12.046&sid=literatum:achs&jtitle=Tetrahedron&atitle=Synthesis+of+orthogonally+protected+optically+pure+ketopiperazine,+diketopiperazine,+ketodiazepane,+and+3-aminopyrrolidone+building+blocks+for+peptidomimetic+combinatorial+chemistry&aulast=Gellerman&aufirst=Gary&date=2009&volume=65&issue=7&spage=1389&epage=1396",Synthesis of orthogonally protected optically pure ketopiperazine diketopiperazine ketodiazepane and 3-aminopyrrolidone building blocks for peptidomimetic combinatorial chemistry | Gellerman Gary 2009 | Published in TETRAHEDRON Volume 65 Issue 7 Page 1389 1396. | ISSN:0040-4020 | undefined,0,0,1,0,1,1,0,100,0,1,0,0,0
getit.library.nyu.edu/resolve?genre=citedby&id=doi:10.1021/acs.jchemed.9b00464&sid=literatum:achs&jtitle=Journal of Chemical Education&atitle=Microwave+Synthesis+of+a+Prominent+LED+Phosphor+for+School+Students:+Chemistry\u2019s+Contribution+to+Sustainable+Lighting&aulast=Diekemper&aufirst=Dominik&date=2019&date=2019&date=2019&date=2019&date=16052019&date=05102019&date=18102019&volume=96&issue=12&spage=3018&epage=3024,Microwave Synthesis of a Prominent LED Phosphor for School Students Chemistry\u2019s Contribution to Sustainable Lighting | Diekemper Dominik 2019 | Published in JOURNAL OF CHEMICAL EDUCATION Volume 96 Issue 12 Page 3018 3024. | ISSN:0021-9584 | undefined,0,0,1,0,1,1,0,100,0,1,0,0,0
getit.library.nyu.edu/resolve?genre=citedby&id=doi:10.1021/acsanm.0c00785&sid=literatum:achs&jtitle=ACS Applied Nano Materials&atitle=Hybrid+Cellulose+Nanocrystal-Bonded+Carbon+Nanotubes/Carbon+Fiber+Polymer+Composites+for+Structural+Applications&aulast=Shariatnia&aufirst=Shadi&date=2020&date=2020&date=2020&date=2020&date=22032020&date=14052020&date=31052020&date=14052020&volume=3&issue=6&spage=5421&epage=5436,Hybrid Cellulose Nanocrystal-Bonded Carbon Nanotubes/Carbon Fiber Polymer Composites for Structural Applications | Shariatnia Shadi 2020 | Published in ACS APPLIED NANO MATERIALS Volume 3 Issue 6 Page 5421 5436. | ISSN:2574-0970 | undefined,0,0,1,0,1,1,0,100,0,1,0,0,0
"getit.library.nyu.edu/resolve?genre=citedby&id=doi:10.1289/EHP7396&sid=literatum:achs&jtitle=Environmental Health Perspectives&atitle=Cross-Sectional+Estimation+of+Endogenous+Biomarker+Associations+with+Prenatal+Phenols,+Phthalates,+Metals,+and+Polycyclic+Aromatic+Hydrocarbons+in+Single-Pollutant+and+Mixtures+Analysis+Approaches&aulast=Aung&aufirst=Max+T.&date=2021&volume=129&issue=3",Cross-Sectional Estimation of Endogenous Biomarker Associations with Prenatal Phenols Phthalates Metals and Polycyclic Aromatic Hydrocarbons in Single-Pollutant and Mixtures Analysis Approaches | Aung Max T 2021 | Published in ENVIRONMENTAL HEALTH PERSPECTIVES Volume 129 Issue 3. | ISSN:0091-6765 | undefined,0,0,10,0,10,10,0,100,0,1,0,0,0
getit.library.nyu.edu/resolve?rft_id=info:doi/10.3201/eid0501.990102,Article | The Economic Impact ofStaphylococcus aureusInfection in New York City Hospitals | Rubin Robert J 1999 | Published in Journal EMERGING INFECTIOUS DISEASES Volume 5 Issue 1 Page 9 17. | ISSN:1080-6040,8,3,1,11,9,20,55,45,0,0,0,0,0
getit.library.nyu.edu/resolve?rft_id=info:pmid/pmid:17131617&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx,Article | A dramaturgical analysis of shift report patterns with cost implications a case study. | Hays Mary M 2006 | Published in Journal NURSING ECONOMICS Volume 24 Issue 5 Page 253 62 227. | ISSN:0746-1739,6,1,1,7,7,14,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=An introduction to pharmacotherapy for mental disorders.&rft.aufirst=John R.&rft.aulast=Hughes&rft.date=1992&rft.epage=125&rft.spage=101&rft.btitle=Psychopharmacology: Basic mechanisms and applied interventions.&rft.isbn=1-55798-158-2&rft.genre=bookitem&rft.pid=1992-98127-003&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1037/10114-003,Book Chapter | An introduction to pharmacotherapy for mental disorders. | Hughes John R 1992 | Published in Book Psychopharmacology basic mechanisms and applied interventions Page 101 125. | Publisher:American Psychological Association ISBN:1557981582,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Cognitive load theory: Recent theoretical advances.&rft.aufirst=John&rft.aulast=Sweller&rft.date=2010&rft.epage=47&rft.spage=29&rft.btitle=Cognitive load theory.&rft.isbn=978-0-521-67758-5&rft.genre=bookitem&rft.pid=2010-09374-002&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1017/CBO9780511844744.004,Book Chapter | Cognitive load theory Recent theoretical advances. | Sweller John 2010 | Published in Book Cognitive load theory Page 29 47. | Publisher:Cambridge University Press ISBN:9780521677585,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Cognitive-behavioral therapy.&rft.aufirst=Christie&rft.aulast=Jackson&rft.date=2009&rft.epage=263&rft.spage=243&rft.btitle=Treating complex traumatic stress disorders: An evidence-based guide.&rft.isbn=1-60623-039-5&rft.genre=bookitem&rft.pid=2009-04501-012&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Cognitive-behavioral therapy. | Jackson Christie 2009 | Published in Book Treating complex traumatic stress disorders an evidence-based guide Page 243 263. | Publisher:Guilford Press ISBN:1606230395,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of early life adversity on immune function and cognitive performance: Results from the alspac cohort.&rft.aufirst=Jessica F.&rft.aulast=Holland&rft.date=2020-01&rft.epage=No Pagination Specified&rft.spage=No&rft_id=info:doi/10.1007/s00127-019-01813-8&rft.jtitle=Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services&rft.issn=0933-7954&rft.eissn=1433-9285&rft.genre=article&rft.pid=2020-00523-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of early life adversity on immune function and cognitive performance Results from the alspac cohort. | Holland Jessica F 2020 Jan | Published in Journal SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY Volume 55 Issue 6 Page No No Pagination Specified. | ISSN:0933-7954,4,0,0,4,4,8,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Enhancing creativity.&rft.aufirst=Raymond S.&rft.aulast=Nickerson&rft.date=1999&rft.epage=430&rft.spage=392&rft.btitle=Handbook of creativity.&rft.isbn=0-521-57285-1&rft.genre=bookitem&rft.pid=1998-08125-020&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Enhancing creativity. | Nickerson Raymond S 1999 | Published in Book Handbook of creativity Page 392 430. | Publisher:Cambridge University Press ISBN:0521572851,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Essentialism as a generative theory of classification.&rft.aufirst=Bob&rft.aulast=Rehder&rft.date=2007&rft.epage=207&rft.spage=190&rft.btitle=Causal learning: Psychology, philosophy, and computation.&rft.isbn=0-19-517680-4&rft.genre=bookitem&rft.pid=2007-01301-012&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1093/acprof:oso/9780195176803.003.0013",Book Chapter | Essentialism as a generative theory of classification. | Rehder Bob 2007 | Published in Book Causal learning psychology philosophy and computation Page 190 207. | Publisher:Oxford University Press ISBN:0195176804,0,0,3,0,3,3,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Human rights education.&rft.aufirst=Felisa&rft.aulast=Tibbitts&rft.date=2011&rft.epage=117&rft.spage=87&rft.btitle=Teaching and studying social issues: Major programs and approaches.&rft.isbn=978-1-61735-044-3&rft.genre=bookitem&rft.pid=2011-01469-005&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Human rights education. | Tibbitts Felisa 2011 | Published in Book Teaching and studying social issues major programs and approaches Page 87 117. | Publisher:Information Age ISBN:9781617350443,0,0,4,0,4,4,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Interventions for mothers during pregnancy and postpartum: Behavioral and pharmacological approaches.&rft.aufirst=Deidre Byrnes&rft.aulast=Pereira&rft.date=2002&rft.epage=166&rft.spage=141&rft.btitle=Innovative approaches to health psychology: Prevention and treatment lessons from AIDS.&rft.isbn=1-55798-913-3&rft.genre=bookitem&rft.pid=2002-18428-006&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1037/10475-006,Book Chapter | Interventions for mothers during pregnancy and postpartum Behavioral and pharmacological approaches. | Pereira Deidre Byrnes 2002 | Published in Book Innovative approaches to health psychology prevention and treatment lessons from AIDS Page 141 166. | Publisher:American Psychological Association ISBN:1557989133,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Media influences on body image.&rft.aufirst=Michael P.&rft.aulast=Levine&rft.date=2011&rft.epage=109&rft.spage=101&rft.btitle=Body image: A handbook of science, practice, and prevention.&rft.isbn=978-1-60918-182-6&rft.genre=bookitem&rft.pid=2011-20792-012&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book",Book Chapter | Media influences on body image. | Thomas F Cash 2011 | Published in Book Body image a handbook of science practice and prevention Page 101 109. | Publisher:Guilford Press ISBN:9781609181826,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Temperament, Attention, and the Development of Self-Regulation.&rft.aufirst=Mary K.&rft.aulast=Rothbart&rft.date=2006&rft.epage=357&rft.spage=338&rft.btitle=Blackwell handbook of early childhood development.&rft.isbn=1-4051-2073-8&rft.genre=bookitem&rft.pid=2006-04286-017&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1002/9780470757703.ch17",Book Chapter | Temperament Attention and the Development of Self-Regulation. | Rothbart Mary K 2006 | Published in Book Blackwell handbook of early childhood development Page 338 357. | Publisher:Blackwell Pub ISBN:1405120738,0,0,5,0,5,5,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=The dyadic regulation of affect.&rft.aufirst=Diana&rft.aulast=Fosha&rft.date=2001-02&rft.epage=242&rft.spage=227&rft_id=info:doi/10.1002/1097-4679(200102)57:23.0.CO;2-1&rft.jtitle=Journal of Clinical Psychology&rft.volume=57&rft.issue=2&rft.issn=0021-9762&rft.eissn=1097-4679&rft.genre=article&rft.pid=2001-14405-006&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | The dyadic regulation of affect. | Fosha Diana 2001 Feb | Published in Journal JOURNAL OF CLINICAL PSYCHOLOGY Volume 57 Issue 2 Page 227 242. | ISSN:0021-9762,0,4,2,4,2,6,67,33,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=The manifestation of gender microaggressions.&rft.aufirst=Christina M.&rft.aulast=Capodilupo&rft.date=2010&rft.epage=216&rft.spage=193&rft.btitle=Microaggressions and marginality: Manifestation, dynamics, and impact.&rft.isbn=978-0-470-49139-3&rft.genre=bookitem&rft.pid=2011-12742-009&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book",Book Chapter | The manifestation of gender microaggressions. | Derald Wing Sue 2010 | Published in Book Microaggressions and marginality manifestation dynamics and impact Page 193 216. | Publisher:Wiley ISBN:9780470491393,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.btitle=The prefrontal cortex: Executive and cognitive functions.&rft.aufirst=Angela C.&rft.aulast=Roberts&rft.date=1998&rft.isbn=0-19-852442-0&rft.genre=book&rft.pid=1999-02185-000&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1093/acprof:oso/9780198524410.001.0001,Book | The prefrontal cortex executive and cognitive functions | Roberts Angela C 1998 |  | Publisher:Oxford University Press ISBN:0198524420,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.btitle=Toward a new psychology of gender.&rft.aufirst=Mary M.&rft.aulast=Gergen&rft.date=1997&rft.isbn=0-415-91307-1&rft.genre=book&rft.pid=1997-97379-000&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book | Toward a new psychology of gender | Mary M Gergen 1997 |  | Publisher:Routledge ISBN:0415913071,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=Brepols:aph&genre=bookitem&aulast=Hannah&aufirst= Robert&isbn=9781441188762&title=Written space in the Latin West, 200 BC to AD 300&atitle=Time in written spaces&pages=83-102&date=2013&id=doi:&__charset=utf8",Book Chapter | Time in written spaces | Hannah Robert 2013 | Published in Book Written space in the Latin West 200 BC to AD 300 Page 83 102. | Publisher:Bloomsbury Academic ISBN:9781441188762,0,0,3,0,3,3,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=CAS:CAPLUS AND MEDLINE&issn=0947-6539&lissn=0947-6539&volume=7&issue=13&coden=CEUJED&genre=article&id=doi:10.1002/1521-3765(20010702)7:13<2933::aid-chem2933>3.0.co;2-e&date=2001&spage=2940&epage=2956&pages=2940-2956&title=Chemistry - A European Journal&atitle=Synthesis of lipidated eNOS peptides by combining enzymatic, noble metal- and acid-mediated protecting group techniques with solid phase peptide synthesis and fragment condensation in solution&au=Machauer, Rainer&aulast=Machauer&aufirst=Rainer&pid=<authfull>Machauer, Rainer</authfull>",Article | Synthesis of lipidated eNOS peptides by combining enzymatic noble metal and acid-mediated protecting group techniques with solid phase peptide synthesis and fragment condensation in solution | Machauer Rainer 2001 | Published in Journal Chemistry A European Journal Volume 7 Issue 13 Page 2940 2956. | ISSN:0947-6539,0,1,1,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=CAS:CAPLUS&issn=0168-3659&volume=158&issue=2&coden=JCREEC&genre=article&date=2012&spage=215&epage=223&title=Journal of Controlled Release&stitle=J. Controlled Release&atitle=Polypeptide conjugates of D-penicillamine and idarubicin for anticancer therapy&id=doi:10.1016/j.jconrel.2011.10.027&aulast=Wadhwa&aufirst=Saurabh&pid=<authfull>Wadhwa, Saurabh</authfull><source>Journal of Controlled Release (2012), 158, (2), 215-223. Publisher: (Elsevier B.V., ) CODEN:JCREEC ISSN:0168-3659.</source>",Article | Polypeptide conjugates of D-penicillamine and idarubicin for anticancer therapy | Wadhwa Saurabh 2012 | Published in Journal Journal of Controlled Release Volume 158 Issue 2 Page 215 223. | ISSN:0168-3659,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?sid=CAS:MEDLINE&eissn=1364-548X&lissn=1359-7345&volume=57&issue=73&genre=article&id=pmid:34519302&date=2021&spage=9244&epage=9247&pages=9244-9247&title=Chemical communications (Cambridge, England)&stitle=Chem Commun (Camb)&atitle=Enantioselective vinylogous-Mukaiyama-type dearomatisation by anion-binding catalysis&au=Kaur Kirandeep&aulast=Kirandeep&aufirst=Kaur&pid=<authfull>Kaur Kirandeep</authfull><source>Chemical communications (Cambridge, England) (2021), 57, (73), 9244-9247.</source>",Article | Enantioselective vinylogous-Mukaiyama-type dearomatisation by anion-binding catalysis | Kaur Kirandeep 2021 | Published in Journal Chemical communications Cambridge England Volume 57 Issue 73 Page 9244 9247. | ISSN:1359-7345,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=Elsevier:Scopus&_service_type=getFullTxt&issn=10643745&isbn=&volume=1688&issue=&spage=55&epage=66&pages=55-66&artnum=&date=2018&id=doi:10.1007/978-1-4939-7386-6_3&title=Methods+in+Molecular+Biology&atitle=Afterglow+solid-state+NMR+spectroscopy&aufirst=G.&auinit=G.&auinit1=G&aulast=Abramov,Article | Afterglow solid-state NMR spectroscopy | Abramov Gili 2018 | Published in Journal Protein NMR methods and protocols Volume 1688 Page 55 66. | ISSN:1064-3745 ISBN:1493973851,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=FirstSearch:WorldCat&genre=book&isbn=9780190876975&title=TALKING+LIKE+CHILDREN+:+language+and+the+production+of+age+in+the+marshall+islands.&date=2019&aulast=BERMAN&aufirst=ELISE&id=doi:&pid=1055262759<fssessid>0</fssessid>&url_ver=Z39.88-2004&rfr_id=info:sid/firstsearch.oclc.org:WorldCat&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&req_dat=<sessionid>0</sessionid>&rfe_dat=<accessionnumber>1055262759</accessionnumber>&rft_id=info:oclcnum/1055262759&rft_id=urn:ISBN:9780190876975&rft.aulast=BERMAN&rft.aufirst=ELISE&rft.title=TALKING+LIKE+CHILDREN+:+language+and+the+production+of+age+in+the+marshall+islands.&rft.date=2019&rft.isbn=9780190876975&rft.place=[Place+of+publication+not+identified]&rft.pub=OXFORD+UNIV+Press+US&rft.genre=book,Book | Talking like children language and the production of age in the Marshall Islands | Berman Elise 2019 |  | Publisher:OXFORD UNIV Press US ISBN:9780190876975,0,0,3,0,3,3,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?sid=FirstSearch:WorldCat&genre=book&isbn=9780192803405&title=The+enigmas+of+Easter+Island+:+island+on+the+edge&date=2003&aulast=Flenley&aufirst=John&id=doi:&pid=59368534<fssessid>0</fssessid><edition>[2nd+ed.].</edition>&url_ver=Z39.88-2004&rfr_id=info:sid/firstsearch.oclc.org:WorldCat&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&req_dat=<sessionid>0</sessionid>&rfe_dat=<accessionnumber>59368534</accessionnumber>&rft_id=info:oclcnum/59368534&rft_id=urn:ISBN:9780192803405&rft.aulast=Flenley&rft.aufirst=John&rft.title=The+enigmas+of+Easter+Island+:+island+on+the+edge&rft.date=2003&rft.isbn=9780192803405&rft.place=Oxford&rft.pub=Oxford+University+Press&rft.edition=[2nd+ed.].&rft.genre=book,Book | The enigmas of Easter Island island on the edge | Flenley John 2003 |  | Publisher:Oxford University Press ISBN:9780192803405,0,0,1,0,1,1,0,100,0,0,0,0,0
