Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: total,% total: Ariadne,% total: GetIt,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
getit.library.nyu.edu/resolve?=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.spage=19&rft.epage=36&rft.title=Thinking+with+Borges&rft.aulast=Gingerich&rft.date=2009&rft.artnum=1042&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&rft.aufirst=Stephen&url_ver=Z39.88-2004&sid=bepress:DigitalCommons&rft.atitle=Nothing+and+everything+:+theoretical+and+practical+nihilism+in+Borges&rft.genre=article,"Article | Nothing and everything theoretical and practical nihilism in Borges | Gingerich Stephen 2009 | Published in Journal Thinking with Borges Page 19 36. | ",0,0,0,0,n/a,n/a,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Consultation-based academic interventions for children with attention deficit hyperactivity disorder: Effects on reading and mathematics outcomes at 1-year follow-up.&rft.aufirst=Robert J.&rft.aulast=Volpe&rft.date=2009&rft.epage=13&rft.spage=5&rft.jtitle=School Psychology Review&rft.volume=38&rft.issue=1&rft.issn=0279-6015&rft.eissn=2372-966X&rft.genre=article&rft.pid=2009-06478-002&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Consultation-based academic interventions for children with attention deficit hyperactivity disorder Effects on reading and mathematics outcomes at 1-year follow-up. | Volpe Robert J 2009 | Published in Journal SCHOOL PSYCHOLOGY REVIEW Volume 38 Issue 1 Page 5 13. | ISSN:0279-6015,6,2,0,8,100,75,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Counseling women with eating disorders.&rft.aufirst=Melinda&rft.aulast=Parisi&rft.date=2017&rft.epage=503&rft.spage=489&rft.btitle=Handbook of counseling women.&rft.isbn=9781483385310&rft.genre=bookitem&rft.pid=2018-21504-040&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Counseling women with eating disorders. | Parisi Melinda 2017 | Published in Book Handbook of Counseling Women Page 489 503. | Publisher:Sage Publications Incorporated ISBN:9781483385310,0,0,0,0,n/a,n/a,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Cultural identity of young deaf adults with cochlear implants in comparison to deaf without cochlear implants and hard-of-hearing young adults.&rft.aufirst=Ester&rft.aulast=Goldblat&rft.date=2018-07&rft.epage=239&rft.spage=228&rft.jtitle=Journal of Deaf Studies and Deaf Education&rft.volume=23&rft.issue=3&rft.issn=1081-4159&rft.eissn=1465-7325&rft_id=info:doi/10.1093/deafed/eny007&rft.genre=article&rft.pid=2018-33623-005&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Cultural identity of young deaf adults with cochlear implants in comparison to deaf without cochlear implants and hard-of-hearing young adults. | Goldblat Ester 2018 Jul | Published in Journal JOURNAL OF DEAF STUDIES AND DEAF EDUCATION Volume 23 Issue 3 Page 228 239. | ISSN:1081-4159,1,2,2,5,60,60,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Culture and motivation.&rft.aufirst=Beth&rft.aulast=Morling&rft.date=2017&rft.epage=89&rft.spage=61&rft.btitle=The Praeger handbook of personality across cultures: Culture and characteristic adaptations.&rft.isbn=978-1-4408-4910-7&rft.genre=bookitem&rft.pid=2017-33822-003&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Culture and motivation. | Morling Beth 2017 | Published in Book The Praeger handbook of personality across cultures Culture and characteristic adaptations Page 61 89. | ISBN:9781440849107,0,0,0,0,n/a,n/a,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Demystifying wine expertise: Olfactory threshold, perceptual skill and semantic memory in expert and novice wine judges.&rft.aufirst=Wendy V.&rft.aulast=Parr&rft.date=2002-10&rft.epage=755&rft.spage=747&rft_id=info:doi/10.1093/chemse/27.8.747&rft.jtitle=Chemical Senses&rft.volume=27&rft.issue=8&rft.issn=0379-864X&rft.eissn=1464-3553&rft.genre=article&rft.pid=2002-04848-009&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal",Article | Demystifying wine expertise Olfactory threshold perceptual skill and semantic memory in expert and novice wine judges. | Parr Wendy V 2002 Oct | Published in Journal CHEMICAL SENSES Volume 27 Issue 8 Page 747 755. | ISSN:0379-864X,1,1,1,3,67,67,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Depression in deaf and hard of hearing youth.&rft.aufirst=Jana&rft.aulast=Dreyzehner&rft.date=2019-07&rft.epage=419&rft.spage=411&rft.jtitle=Child and Adolescent Psychiatric Clinics of North America&rft.volume=28&rft.issue=3&rft.issn=1056-4993&rft.eissn=1558-0490&rft_id=info:doi/10.1016/j.chc.2019.02.011&rft.genre=article&rft.pid=2019-19500-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Depression in deaf and hard of hearing youth. | Dreyzehner Jana 2019 Jul | Published in Journal CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA Volume 28 Issue 3 Page 411 419. | ISSN:1056-4993,0,0,0,0,n/a,n/a,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Design process and protocol description for a multi-problem mental health intervention within a stepped care approach for adolescents in India.&rft.aufirst=Bruce F.&rft.aulast=Chorpita&rft.date=2020-10&rft.spage=103698&rft.jtitle=Behaviour Research and Therapy&rft.volume=133&rft.issn=0005-7967&rft.eissn=1873-622X&rft_id=info:doi/10.1016/j.brat.2020.103698&rft.genre=article&rft.pid=2020-66813-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Design process and protocol description for a multi-problem mental health intervention within a stepped care approach for adolescents in India. | Chorpita Bruce F 2020 Oct | Published in Journal BEHAVIOUR RESEARCH AND THERAPY Volume 133 Page 103698. | ISSN:0005-7967,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Developing a theory to help guide end\u2010stage renal disease patients to adapt to peritoneal dialysis: A grounded theory study.&rft.aufirst=Shui\u2010Tao&rft.aulast=Chen&rft.date=2021-05&rft.epage=No Pagination Specified&rft.spage=No&rft.jtitle=Journal of Clinical Nursing&rft.issn=0962-1067&rft.eissn=1365-2702&rft_id=info:doi/10.1111/jocn.15890&rft.genre=article&rft.pid=2021-51680-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Developing a theory to help guide end\u2010stage renal disease patients to adapt to peritoneal dialysis A grounded theory study. | Chen Shuiu2010tao 2021 May | Published in Journal JOURNAL OF CLINICAL NURSING Volume 31 Issue 1-2 Page No No Pagination Specified. | ISSN:0962-1067,0,1,1,2,50,50,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Developing an inclusive path for applying cognitive behavioral models, measures, and treatments to everyone.&rft.aufirst=Christina A.&rft.aulast=Downey&rft.date=2018&rft.epage=354&rft.spage=339&rft.btitle=Treating depression, anxiety, and stress in ethnic and racial groups: Cognitive behavioral approaches.&rft.isbn=1-4338-2921-5&rft.genre=bookitem&rft.pid=2018-25748-014&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft_id=info:doi/10.1037/0000091-014",Book Chapter | Developing an inclusive path for applying cognitive behavioral models measures and treatments to everyone. | Edward C Chang 2018 | Published in Book Treating Depression Anxiety and Stress in Ethnic and Racial Groups Cognitive Behavioral Approaches Page 339 354. | Publisher:Cultural Racial and Ethnic P ISBN:1433829215,0,0,0,0,n/a,n/a,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Development and Validation of an Internationally Reliable Short-Form of the Positive and Negative Affect Schedule (PANAS).&rft.aufirst=Edmund R.&rft.aulast=Thompson&rft.date=2007-03&rft.epage=242&rft.spage=227&rft_id=info:doi/10.1177/0022022106297301&rft.jtitle=Journal of Cross-Cultural Psychology&rft.volume=38&rft.issue=2&rft.issn=0022-0221&rft.eissn=1552-5422&rft.genre=article&rft.pid=2007-03451-007&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Development and Validation of an Internationally Reliable Short-Form of the Positive and Negative Affect Schedule PANAS  | Thompson Edmund R 2007 Mar | Published in Journal JOURNAL OF CROSS-CULTURAL PSYCHOLOGY Volume 38 Issue 2 Page 227 242. | ISSN:0022-0221,0,1,1,2,50,50,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Dimensions of sexuality among young women, with and without autism, with predominantly sexual minority identities.&rft.aufirst=Hillary H.&rft.aulast=Bush&rft.date=2019-06&rft.epage=292&rft.spage=275&rft.jtitle=Sexuality and Disability&rft.volume=37&rft.issue=2&rft.issn=0146-1044&rft.eissn=1573-6717&rft_id=info:doi/10.1007/s11195-018-9532-1&rft.genre=article&rft.pid=2018-42957-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal",Article | Dimensions of sexuality among young women with and without autism with predominantly sexual minority identities. | Bush Hillary H 2019 Jun | Published in Journal SEXUALITY AND DISABILITY Volume 37 Issue 2 Page 275 292. | ISSN:0146-1044,3,2,2,7,71,71,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Dispositional optimism mediates relations between childhood maltreatment and PTSD symptom severity among trauma-exposed adults.&rft.aufirst=Jenny&rft.aulast=Chen&rft.date=2021-05&rft.spage=105023&rft.jtitle=Child Abuse & Neglect=&rft.volume=115&rft.issn=0145-2134&rft.eissn=1873-7757&rft_id=info:doi/10.1016/j.chiabu.2021.105023&rft.genre=article&rft.pid=2021-33335-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Dispositional optimism mediates relations between childhood maltreatment and PTSD symptom severity among trauma-exposed adults. | Chen Jenny 2021 May | Published in Journal CHILD ABUSE NEGLECT Volume 115 Page 105023. | ISSN:0145-2134,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Dissident women's letter writing as decolonial plurilogues of relational solidarities for epistemic justice.&rft.aufirst=Jesica Siham&rft.aulast=Fern\u00e1ndez&rft.date=2021-11&rft.epage=No Pagination Specified&rft.spage=No&rft.jtitle=American Journal of Community Psychology&rft.issn=0091-0562&rft.eissn=1573-2770&rft_id=info:doi/10.1002/ajcp.12567&rft.genre=article&rft.pid=2022-09201-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Dissident women's letter writing as decolonial plurilogues of relational solidarities for epistemic justice. | Fernu00e1ndez Jesica Siham 2021 Nov | Published in Journal AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY Volume 69 Issue 3-4 Page No No Pagination Specified. | ISSN:0091-0562,0,3,1,4,75,25,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Dissociation in middle childhood among foster children with early maltreatment experiences.&rft.aufirst=Annmarie C.&rft.aulast=Hulette&rft.date=2011-02&rft.epage=126&rft.spage=123&rft.jtitle=Child Abuse & Neglect=&rft.volume=35&rft.issue=2&rft.issn=0145-2134&rft.eissn=1873-7757&rft_id=info:doi/10.1016/j.chiabu.2010.10.002&rft.genre=article&rft.pid=2011-05275-005&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Dissociation in middle childhood among foster children with early maltreatment experiences. | Hulette Annmarie C 2011 Feb | Published in Journal CHILD ABUSE NEGLECT Volume 35 Issue 2 Page 123 126. | ISSN:0145-2134,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Do Chinese traditional and modern cultures affect young adults\u2019 moral priorities?&rft.aufirst=Xiaomeng&rft.aulast=Hu&rft.date=2018-11&rft.spage=1799&rft.jtitle=Frontiers in Psychology&rft.volume=9&rft.eissn=1664-1078&rft_id=info:doi/10.3389/fpsyg.2018.01799&rft.genre=article&rft.pid=2018-61667-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Do Chinese traditional and modern cultures affect young adults\u2019 moral priorities? | Hu Xiaomeng 2018 Nov | Published in Journal FRONTIERS IN PSYCHOLOGY Volume 9 Page 1799. | ISSN:1664-1078,0,2,2,4,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Does emotion dysregulation mediate the relationship between early maltreatment and later substance dependence? Findings of the cansas study.&rft.aufirst=Sebastian&rft.aulast=Wolff&rft.date=2016&rft.epage=300&rft.spage=292&rft_id=info:doi/10.1159/000447397&rft.jtitle=European Addiction Research&rft.volume=22&rft.issue=6&rft.issn=1022-6877&rft.eissn=1421-9891&rft.genre=article&rft.pid=2016-50066-004&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Does emotion dysregulation mediate the relationship between early maltreatment and later substance dependence Findings of the cansas study. | Wolff Sebastian 2016 | Published in Journal EUROPEAN ADDICTION RESEARCH Volume 22 Issue 6 Page 292 300. | ISSN:1022-6877,0,2,2,4,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Does spiritual intelligence (si) exist? A theoretical investigation of a tool useful for finding the meaning of life.&rft.aufirst=Katarzyna&rft.aulast=Skrzypi\u0144ska&rft.date=2020-02&rft.epage=No Pagination Specified&rft.spage=No&rft_id=info:doi/10.1007/s10943-020-01005-8&rft.jtitle=Journal of Religion and Health&rft.issn=0022-4197&rft.eissn=1573-6571&rft.genre=article&rft.pid=2020-15121-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Does spiritual intelligence si exist A theoretical investigation of a tool useful for finding the meaning of life. | Skrzypiu0144ska Katarzyna 2020 Feb | Published in Journal JOURNAL OF RELIGION HEALTH Volume 60 Issue 1 Page No No Pagination Specified. | ISSN:0022-4197,0,3,3,6,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Does teaching on the \,Article | Does teaching on the  |  |  | undefined,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Does telework stress employees out? A study on working at home and subjective well-being for wage/salary workers.&rft.aufirst=Younghwan&rft.aulast=Song&rft.date=2020-10&rft.epage=2668&rft.spage=2649&rft.jtitle=Journal of Happiness Studies: An Interdisciplinary Forum on Subjective Well-Being&rft.volume=21&rft.issue=7&rft.issn=1389-4978&rft.eissn=1573-7780&rft_id=info:doi/10.1007/s10902-019-00196-6&rft.genre=article&rft.pid=2019-66871-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Does telework stress employees out A study on working at home and subjective well-being for wage/salary workers. | Song Younghwan 2020 Oct | Published in Journal JOURNAL OF HAPPINESS STUDIES Volume 21 Issue 7 Page 2649 2668. | ISSN:1389-4978,1,2,2,5,60,60,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Dynamic luxury advertising: Using lifestyle versus functional advertisements in different purchase stages.&rft.aufirst=Jingjing&rft.aulast=Ma&rft.date=2021-07&rft.epage=No Pagination Specified&rft.spage=No&rft.jtitle=Journal of Advertising&rft.issn=0091-3367&rft.eissn=1557-7805&rft_id=info:doi/10.1080/00913367.2021.1951402&rft.genre=article&rft.pid=2021-84926-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Dynamic luxury advertising Using lifestyle versus functional advertisements in different purchase stages. | Ma Jingjing 2021 Jul | Published in Journal JOURNAL OF ADVERTISING Page No No Pagination Specified. | ISSN:0091-3367,0,3,2,5,60,40,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effect of parental negligence on mobile phone dependency among vulnerable social groups: Mediating effect of peer attachment.&rft.aufirst=Sun Ah&rft.aulast=Lim&rft.date=2019-12&rft.epage=2062&rft.spage=2050&rft_id=info:doi/10.1177/0033294118799339&rft.jtitle=Psychological Reports&rft.volume=122&rft.issue=6&rft.issn=0033-2941&rft.eissn=1558-691X&rft.genre=article&rft.pid=2019-54859-003&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effect of parental negligence on mobile phone dependency among vulnerable social groups Mediating effect of peer attachment. | Lim Sun Ah 2019 Dec | Published in Journal PSYCHOLOGICAL REPORTS Volume 122 Issue 6 Page 2050 2062. | ISSN:0033-2941,0,2,2,4,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effectiveness of dyadic psychoeducational intervention for stroke survivors and family caregivers on functional and psychosocial health: A systematic review and meta-analysis.&rft.aufirst=Huanyu&rft.aulast=Mou&rft.date=2021-08&rft.spage=103969&rft.jtitle=International Journal of Nursing Studies&rft.volume=120&rft.issn=0020-7489&rft.eissn=1873-491X&rft_id=info:doi/10.1016/j.ijnurstu.2021.103969&rft.genre=article&rft.pid=2021-65974-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effectiveness of dyadic psychoeducational intervention for stroke survivors and family caregivers on functional and psychosocial health A systematic review and meta-analysis. | Mou Huanyu 2021 Aug | Published in Journal INTERNATIONAL JOURNAL OF NURSING STUDIES Volume 120 Page 103969. | ISSN:0020-7489,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of a modular teacher coaching program on child attention problems and disruptive behavior and on teachers\u2019 self-efficacy and stress.&rft.aufirst=Charlotte&rft.aulast=Hanisch&rft.date=2020-12&rft.epage=568&rft.spage=543&rft.jtitle=School Psychology International&rft.volume=41&rft.issue=6&rft.issn=0143-0343&rft.eissn=1461-7374&rft_id=info:doi/10.1177/0143034320958743&rft.genre=article&rft.pid=2020-82322-004&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of a modular teacher coaching program on child attention problems and disruptive behavior and on teachers\u2019 self-efficacy and stress. | Hanisch Charlotte 2020 Dec | Published in Journal SCHOOL PSYCHOLOGY INTERNATIONAL Volume 41 Issue 6 Page 543 568. | ISSN:0143-0343,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of dialectical behaviour therapy on reducing self\u2010harming behaviours and negative emotions in patients with borderline personality disorder: A meta\u2010analysis.&rft.aufirst=Shu\u2010Yan&rft.aulast=Chen&rft.date=2021-09&rft.epage=No Pagination Specified&rft.spage=No&rft.jtitle=Journal of Psychiatric and Mental Health Nursing&rft.issn=1351-0126&rft.eissn=1365-2850&rft_id=info:doi/10.1111/jpm.12797&rft.genre=article&rft.pid=2021-87862-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of dialectical behaviour therapy on reducing self\u2010harming behaviours and negative emotions in patients with borderline personality disorder A meta\u2010analysis. | Chen Shuu2010yan 2021 Sep | Published in Journal JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING Volume 28 Issue 6 Page No No Pagination Specified. | ISSN:1351-0126,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of early life adversity on immune function and cognitive performance: Results from the alspac cohort.&rft.aufirst=Jessica F.&rft.aulast=Holland&rft.date=2020-01&rft.epage=No Pagination Specified&rft.spage=No&rft_id=info:doi/10.1007/s00127-019-01813-8&rft.jtitle=Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services&rft.issn=0933-7954&rft.eissn=1433-9285&rft.genre=article&rft.pid=2020-00523-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of early life adversity on immune function and cognitive performance Results from the alspac cohort. | Holland Jessica F 2020 Jan | Published in Journal SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY Volume 55 Issue 6 Page No No Pagination Specified. | ISSN:0933-7954,0,4,4,8,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of employees\u2019 personality and attachment on job flow experience relevant to organizational commitment and consumer-oriented behavior.&rft.aufirst=Myung Ja&rft.aulast=Kim&rft.date=2019-12&rft.epage=170&rft.spage=156&rft.jtitle=Journal of Hospitality and Tourism Management&rft.volume=41&rft.issn=1447-6770&rft.eissn=1839-5260&rft_id=info:doi/10.1016/j.jhtm.2019.09.010&rft.genre=article&rft.pid=2019-76150-018&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of employees\u2019 personality and attachment on job flow experience relevant to organizational commitment and consumer-oriented behavior. | Kim Myung Ja 2019 Dec | Published in Journal JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT Volume 41 Page 156 170. | ISSN:1447-6770,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Effects of pivotal response treatment on reciprocal vocal contingency in a randomized controlled trial of children with autism spectrum disorder.&rft.aufirst=Jena&rft.aulast=McDaniel&rft.date=2020-08&rft.epage=1571&rft.spage=1566&rft.jtitle=Autism&rft.volume=24&rft.issue=6&rft.issn=1362-3613&rft.eissn=1461-7005&rft_id=info:doi/10.1177/1362361320903138&rft.genre=article&rft.pid=2020-54243-021&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Effects of pivotal response treatment on reciprocal vocal contingency in a randomized controlled trial of children with autism spectrum disorder. | McDaniel Jena 2020 Aug | Published in Journal AUTISM Volume 24 Issue 6 Page 1566 1571. | ISSN:1362-3613,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Elucidating factors underlying parent\u2013offspring similarity in eating pathology in pre- and early puberty: Exploring the possibility of passive gene\u2013environment correlation.&rft.aufirst=Shannon M.&rft.aulast=O'Connor&rft.date=2019-10&rft.epage=670&rft.spage=658&rft_id=info:doi/10.1037/abn0000466&rft.jtitle=Journal of Abnormal Psychology&rft.volume=128&rft.issue=7&rft.issn=0021-843X&rft.eissn=1939-1846&rft.genre=article&rft.pid=2019-54891-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Elucidating factors underlying parent\u2013offspring similarity in eating pathology in pre and early puberty Exploring the possibility of passive gene\u2013environment correlation. | O'Connor Shannon M 2019 Oct | Published in Journal JOURNAL OF ABNORMAL PSYCHOLOGY Volume 128 Issue 7 Page 658 670. | ISSN:0021-843X,0,1,1,2,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Emotion and group cohesion in productive exchange.&rft.aufirst=Edward J.&rft.aulast=Lawler&rft.date=2000-11&rft.epage=657&rft.spage=616&rft_id=info:doi/10.1086/318965&rft.jtitle=American Journal of Sociology&rft.volume=106&rft.issue=3&rft.issn=0002-9602&rft.eissn=1537-5390&rft.genre=article&rft.pid=2001-00622-003&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Emotion and group cohesion in productive exchange. | Lawler Edward J 2000 Nov | Published in Journal AMERICAN JOURNAL OF SOCIOLOGY Volume 106 Issue 3 Page 616 657. | ISSN:0002-9602,1,1,1,3,67,67,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Emotional violence in childhood and health conditions, risk-taking behaviors, and violence perpetration among young adults in Nigeria.&rft.aufirst=Francis B.&rft.aulast=Annor&rft.date=2020-08&rft.spage=104510&rft.jtitle=Child Abuse & Neglect=&rft.volume=106&rft.issn=0145-2134&rft.eissn=1873-7757&rft_id=info:doi/10.1016/j.chiabu.2020.104510&rft.genre=article&rft.pid=2020-46599-001&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal",Article | Emotional violence in childhood and health conditions risk-taking behaviors and violence perpetration among young adults in Nigeria. | Annor Francis B 2020 Aug | Published in Journal CHILD ABUSE NEGLECT Volume 106 Page 104510. | ISSN:0145-2134,0,1,1,2,50,50,0,0,0,0
"getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Employees are satisfied with their benefits, but so what? The consequences of benefit satisfaction on employees\u2019 organizational commitment and turnover intentions.&rft.aufirst=Jos\u00e9 M.&rft.aulast=de la Torre-Ruiz&rft.date=2019-07&rft.epage=2120&rft.spage=2097&rft_id=info:doi/10.1080/09585192.2017.1314315&rft.jtitle=The International Journal of Human Resource Management&rft.volume=30&rft.issue=13&rft.issn=0958-5192&rft.eissn=1466-4399&rft.genre=article&rft.pid=2019-38968-005&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal",Article | Employees are satisfied with their benefits but so what The consequences of benefit satisfaction on employees\u2019 organizational commitment and turnover intentions. | de la Torre-Ruiz Jos\u00e9 M 2019 Jul | Published in Journal INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT Volume 30 Issue 13 Page 2097 2120. | ISSN:0958-5192,0,2,2,4,50,50,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Enhancing creativity.&rft.aufirst=Raymond S.&rft.aulast=Nickerson&rft.date=1999&rft.epage=430&rft.spage=392&rft.btitle=Handbook of creativity.&rft.isbn=0-521-57285-1&rft.genre=bookitem&rft.pid=1998-08125-020&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book,Book Chapter | Enhancing creativity. | Nickerson Raymond S 1999 | Published in Book Handbook of creativity Page 392 430. | Publisher:Cambridge University Press ISBN:0521572851,0,0,2,2,0,100,0,0,0,0
getit.library.nyu.edu/resolve?sid=APA&url_ver=Z39.88-2004&rft.atitle=Escala de autoeficacia general: Datos psicom\u00e9tricos de la adaptaci\u00f3n para poblaci\u00f3n espa\u00f1ola.&rft.aufirst=Pilar&rft.aulast=Sanju\u00e1n Su\u00e1rez&rft.date=2000&rft.epage=513&rft.spage=509&rft.jtitle=Psicothema&rft.volume=12&rft.issue=Suppl2&rft.issn=0214-9915&rft.eissn=1886-144X&rft.genre=article&rft.pid=2000-02026-057&url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal,Article | Escala de autoeficacia general Datos psicom\u00e9tricos de la adaptaci\u00f3n para poblaci\u00f3n espa\u00f1ola. | Sanjuu00e1n-Suu00e1rez Pilar 2000 | Published in Journal PSICOTHEMA Volume 12 Issue Suppl2 Page 509 513. | ISSN:0214-9915,1,0,0,1,100,100,0,0,0,0
